CHALLENGE CESENATICO 2026 | 10-05-2026 | Cesenatico (Forlì) | Emilia-Romagna | CHALLENGE CESENATICO 2026 | https://www.myfitri.it/calendario/evento/113816
CHALLENGE CESENATICO 2026 | 10-05-2026 | Cesenatico (Forlì) | Emilia-Romagna | SWIM BIKE _ CHALLENGE CESENATICO 2026 | https://www.myfitri.it/calendario/evento/113816
CHALLENGE FORTE VILLAGE SARDINIA | 24-10-2026 | Pula (Cagliari) | Sardegna | Challenge Forte Village Sardinia - Sprint distance | https://www.myfitri.it/calendario/evento/113947
CHALLENGE FORTE VILLAGE SARDINIA | 25-10-2026 | Pula (Cagliari) | Sardegna | Challenge Forte Village Sardinia - Middle Distance | https://www.myfitri.it/calendario/evento/113947
CIRCUITO LE 5 PROVINCE - PRIMA TAPPA | 08-03-2026 | Casal Velino (Salerno) | Campania | CIRCUITO LE 5 PROVINCE - PRIMA TAPPA | https://www.myfitri.it/calendario/evento/113860
Campionati Italiani Triathlon Olimpico Alba Adriatica | 05-09-2026 | Alba Adriatica (Teramo) | Abruzzo | Campionati Italiani Triathlon Olimpico Elite | https://www.myfitri.it/calendario/evento/113871
Campionati Italiani Triathlon Olimpico Alba Adriatica | 06-09-2026 | Alba Adriatica (Teramo) | Abruzzo | Campionati Italiani Triathlon Olimpico Age Group | https://www.myfitri.it/calendario/evento/113871
Campionati Italiani Triathlon Superlungo + ADRIATIC SERIES Triathlon Medio e AS40 | 18-10-2026 | Ischitella (Foggia) | Puglia | ADRIATIC SERIES Lake Varano AS40 NO DRAFT | https://www.myfitri.it/calendario/evento/113884
Campionati Italiani Triathlon Superlungo + ADRIATIC SERIES Triathlon Medio e AS40 | 18-10-2026 | Ischitella (Foggia) | Puglia | ADRIATIC SERIES Triathlon Medio Lake Varano 113 | https://www.myfitri.it/calendario/evento/113884
Campionati Italiani Triathlon Superlungo + ADRIATIC SERIES Triathlon Medio e AS40 | 18-10-2026 | Ischitella (Foggia) | Puglia | CAMPIONATO ITALIANO Triathlon Super Lungo Age Group | https://www.myfitri.it/calendario/evento/113884
Campionati Italiani di Duathlon Classico no draft - assoluti - di categoria - elite e age group | 12-04-2026 | Pontoglio (Brescia) | Lombardia | Campionati Italiani di Duathlon Classico no draft - assoluti - di categoria - elite - age group | https://www.myfitri.it/calendario/evento/113806
Campionato Italiano Aquathlon Coppa Italia e Trofeo Sviluppo Triathlon | 06-06-2026 | Porto Sant'Elpidio (Fermo) | Marche | Campionati Italiani Aquathlon Giovani - Categoria Youth A | https://www.myfitri.it/calendario/evento/113850
Campionato Italiano Aquathlon Coppa Italia e Trofeo Sviluppo Triathlon | 06-06-2026 | Porto Sant'Elpidio (Fermo) | Marche | Campionati Italiani Aquathlon Giovani - Categoria Youth B | https://www.myfitri.it/calendario/evento/113850
Campionato Italiano Aquathlon Coppa Italia e Trofeo Sviluppo Triathlon | 06-06-2026 | Porto Sant'Elpidio (Fermo) | Marche | Campionati Italiani Aquathlon Giovani Junior | https://www.myfitri.it/calendario/evento/113850
Campionato Italiano Aquathlon Coppa Italia e Trofeo Sviluppo Triathlon | 06-06-2026 | Porto Sant'Elpidio (Fermo) | Marche | Trofeo Sviluppo Giovanissimi Aquathlon Categoria Esordienti | https://www.myfitri.it/calendario/evento/113850
Campionato Italiano Aquathlon Coppa Italia e Trofeo Sviluppo Triathlon | 06-06-2026 | Porto Sant'Elpidio (Fermo) | Marche | Trofeo Sviluppo Giovanissimi Aquathlon Categoria Ragazzi | https://www.myfitri.it/calendario/evento/113850
Campionato Italiano Aquathlon Coppa Italia e Trofeo Sviluppo Triathlon | 07-06-2026 | Porto Sant'Elpidio (Fermo) | Marche | Prova di Coppa Italia Categorie Junior - Youth A e Youth B | https://www.myfitri.it/calendario/evento/113850
Campionato Italiano Aquathlon Coppa Italia e Trofeo Sviluppo Triathlon | 07-06-2026 | Porto Sant'Elpidio (Fermo) | Marche | Trofeo Sviluppo Giovanissimi Triathlon Categoria Ragazzi | https://www.myfitri.it/calendario/evento/113850
Challenge Sanremo | 04-10-2026 | Sanremo (Imperia) | Liguria | Challenge Sanremo - Middle Distance - Memorial Marco Gavino e Memorial Ulrike Watchler | https://www.myfitri.it/calendario/evento/113889
Challenge Sanremo | 04-10-2026 | Sanremo (Imperia) | Liguria | Challenge Sanremo - Sprint Distance - Trofeo Daniele Rambaldi | https://www.myfitri.it/calendario/evento/113889
ChiaTRI - FollowYourPassion | 01-05-2026 | Domus de Maria (Carbonia) | Sardegna | ChiaTRI - Olimpico No-Draft | https://www.myfitri.it/calendario/evento/113946
ChiaTRI - FollowYourPassion | 01-05-2026 | Domus de Maria (Carbonia) | Sardegna | ChiaTRI - Sprint No-Draft | https://www.myfitri.it/calendario/evento/113946
ChiaTRI - FollowYourPassion | 01-05-2026 | Domus de Maria (Carbonia) | Sardegna | ChiaTrI - Medio | https://www.myfitri.it/calendario/evento/113946
DE SORTIS ARGONAUTI TRI | 19-04-2026 | Pisticci (Matera) | Basilicata | DE SORTIS ARGONAUTI TRI OLIMPICO GOLD NO DRAFT | https://www.myfitri.it/calendario/evento/113886
DE SORTIS ARGONAUTI TRI | 19-04-2026 | Pisticci (Matera) | Basilicata | DE SORTIS ARGONAUTI TRI SPRINT SILVER NO DRAFT | https://www.myfitri.it/calendario/evento/113886
DUATHLON CITTA DEI SASSI GARA YOUTH | 11-10-2026 | Matera (Matera) | Basilicata | DUATHLON CITTA' DEI SASSI GARA YOUTH | https://www.myfitri.it/calendario/evento/113829
DUATHLON CITTA DEI SASSI GARA YOUTH | 11-10-2026 | Matera (Matera) | Basilicata | DUATHLON CITTA' DEI SASSI- MINIDUATHLON KIDS | https://www.myfitri.it/calendario/evento/113829
DUATHLON CITTA DEI SASSI GARA YOUTH | 11-10-2026 | Matera (Matera) | Basilicata | DUATHLON CITTA' DEI SASSI-GARA KIDS | https://www.myfitri.it/calendario/evento/113829
DUATHLON CITTA’ DEI SASSI | 11-10-2026 | Matera (Matera) | Basilicata | DUATHLON CITTA' DEI SASSI | https://www.myfitri.it/calendario/evento/113826
DUATHLON DEI TRULLI | 25-10-2026 | Alberobello (Bari) | Puglia | DUATHLON DEI TRULLI | https://www.myfitri.it/calendario/evento/113830
DUATHLON DELL'ECOLOGIA | 29-03-2026 | Viterbo (Viterbo) | Lazio | DUATHLON DELL'ECOLOGIA | https://www.myfitri.it/calendario/evento/113809
DUATHLON NETIUM | 01-03-2026 | Binetto (Bari) | Puglia | DUATHLON NETIUM | https://www.myfitri.it/calendario/evento/113804
DUATHLON NETIUM | 01-03-2026 | Binetto (Bari) | Puglia | DUATHLON NETIUM- Sprint | https://www.myfitri.it/calendario/evento/113804
DUATHLON SAN DAMIANO | 15-03-2026 | San Giorgio Piacentino (Piacenza) | Emilia-Romagna | DUATHLON SAN DAMIANO | https://www.myfitri.it/calendario/evento/113807
DUATHLON SPRINT - SPORT IN FESTA 2026 | 21-06-2026 | Cesate (Milano) | Lombardia | DUATHLON SPRINT CESATE 2026 | https://www.myfitri.it/calendario/evento/113833
DUATHLON SPRINT DI BARZANO' | 22-02-2026 | Barzanò (Lecco) | Lombardia | DUATHLON SPRINT DI BARZANO'- Circuito Duathlon | https://www.myfitri.it/calendario/evento/113811
DUATHLON SPRINT DI PUNTA SECCA | 28-03-2026 | Santa Croce Camerina (Ragusa) | Sicilia | DUATHLON DISTANZA YOUTH | https://www.myfitri.it/calendario/evento/113835
DUATHLON SPRINT DI PUNTA SECCA | 28-03-2026 | Santa Croce Camerina (Ragusa) | Sicilia | DUATHLON KIDS | https://www.myfitri.it/calendario/evento/113835
DUATHLON SPRINT DI PUNTA SECCA | 29-03-2026 | Santa Croce Camerina (Ragusa) | Sicilia | DUATHLON SPRINT DI PUNTA SECCA | https://www.myfitri.it/calendario/evento/113835
DUATHLON SPRINT di FORLÌ | 01-03-2026 | Forlì (Forlì) | Emilia-Romagna | Duathlon di Forlì Youth | https://www.myfitri.it/calendario/evento/113820
DUATHLON SPRINT di FORLÌ | 01-03-2026 | Forlì (Forlì) | Emilia-Romagna | Duathlon di Forlì kids | https://www.myfitri.it/calendario/evento/113820
DUATHLON SPRINT di FORLÌ | 01-03-2026 | Forlì (Forlì) | Emilia-Romagna | OVERCOME EVENTS: DUATHLON SPRINT Città di FORLI | https://www.myfitri.it/calendario/evento/113820
Diamond Tri & grandatriathlon 20°triathlon Sprint  del Roero | 02-06-2026 | Sommariva Perno (Cuneo) | Piemonte | Diamond Tri & granda Triathlon event : 20° Triathlon del Roero Triathlon Sprint | https://www.myfitri.it/calendario/evento/113955
Duathlon Sprint Città di Santena | 29-03-2026 | Santena (Torino) | Piemonte | Duathlon Sprint Città di Santena | https://www.myfitri.it/calendario/evento/113825
EAGLEXMAN, EAGLEXMAN 113, EAGLEXMAN SHORT | 18-07-2026 | L'Aquila (L'Aquila) | Abruzzo | EagleXman Extreme Triathlon Medio Abruzzo ITALY | https://www.myfitri.it/calendario/evento/113934
EAGLEXMAN, EAGLEXMAN 113, EAGLEXMAN SHORT | 18-07-2026 | L'Aquila (L'Aquila) | Abruzzo | EagleXman Extreme Triathlon Olimpico Abruzzo ITALY | https://www.myfitri.it/calendario/evento/113934
EAGLEXMAN, EAGLEXMAN 113, EAGLEXMAN SHORT | 18-07-2026 | L'Aquila (L'Aquila) | Abruzzo | EagleXman Extreme Triathlon Super Lungo Abruzzo ITALY | https://www.myfitri.it/calendario/evento/113934
ELBA WEEKEND TRI | 18-04-2026 | Marciana (Livorno) | Toscana | ELBA WEEK END - TRIATHLON OLIMPICO Marciana | https://www.myfitri.it/calendario/evento/113887
ELBA WEEKEND TRI | 19-04-2026 | Marciana (Livorno) | Toscana | ELBA WEEK END - TRIATHLON SPRINT Marciana Marina | https://www.myfitri.it/calendario/evento/113887
EUROPE TRIATHLON JUNIOR CUP | 08-05-2026 | Caorle (Venezia) | Veneto | EUROPE TRIATHLON JUNIOR CUP 2026 QUALIFICA | https://www.myfitri.it/calendario/evento/113905
EUROPE TRIATHLON JUNIOR CUP | 09-05-2026 | Caorle (Venezia) | Veneto | EUROPE TRIATHLON JUNIOR TEAM RELAY 2026 | https://www.myfitri.it/calendario/evento/113905
EUROPEAN TRIATHLON CUP CAORLE | 09-05-2026 | Caorle (Venezia) | Veneto | EUROPE TRIATHLON CUP 2026 | https://www.myfitri.it/calendario/evento/113906
FESTA LAZIOTRI - Duathlon  promozionale | 15-03-2026 | Roma (Roma) | Lazio | FESTA LAZIOTRI - Duathlon promozionale KIDS | https://www.myfitri.it/calendario/evento/113839
FESTA LAZIOTRI - Duathlon  promozionale | 15-03-2026 | Roma (Roma) | Lazio | FESTA LAZIOTRI - Duathlon promozionale Youth | https://www.myfitri.it/calendario/evento/113839
FITCENTER TRIATHLON SPRINT BISCEGLIE 2026 | 17-05-2026 | Bisceglie (Barletta) | Puglia | FITCENTER TRIATHLON SPRINT BISCEGLIE 2025 | https://www.myfitri.it/calendario/evento/113954
FREESTYLE CAMPIONATO REGIONALE DUATHLON di categoria | 15-03-2026 | Ponte Buggianese (Pistoia) | Toscana | FREESTYLE CIRCUIT DUATHLON | https://www.myfitri.it/calendario/evento/113828
Finale di Coppa Italia e Circuito U23 NG | 12-09-2026 | Montesilvano (Pescara) | Abruzzo | Semifinale 1 Coppa Italia JU/YB/YA | https://www.myfitri.it/calendario/evento/113881
Finale di Coppa Italia e Circuito U23 NG | 12-09-2026 | Montesilvano (Pescara) | Abruzzo | Semifinale 2 Coppa Italia JU/YB/YA | https://www.myfitri.it/calendario/evento/113881
Finale di Coppa Italia e Circuito U23 NG | 13-09-2026 | Montesilvano (Pescara) | Abruzzo | Finali coppa Italia | https://www.myfitri.it/calendario/evento/113881
GRADO OLYMPIC TRIATHLON | 29-08-2026 | Grado (Gorizia) | Friuli-Venezia Giulia | GRADO OLYMPIC TRIATHLON | https://www.myfitri.it/calendario/evento/113921
Gallipoli Olympic Triwave Caroli Edition | 03-05-2026 | Gallipoli (Lecce) | Puglia | Gallipoli Olympic Triwave Caroli Edition | https://www.myfitri.it/calendario/evento/113939
Gargano Triathlon Sprint | 10-05-2026 | Manfredonia (Foggia) | Puglia | Gargano Triathlon Sprint | https://www.myfitri.it/calendario/evento/113961
Gran Paradiso Winter Triathlon | 24-01-2026 | Cogne (Aosta) | Valle d'Aosta/Vallée d'Aoste | Gran Paradiso Winter Triathlon Campionato Italiano Giovanile (Youth A, Youth B, Junior) | https://www.myfitri.it/calendario/evento/113843
Gran Paradiso Winter Triathlon | 24-01-2026 | Cogne (Aosta) | Valle d'Aosta/Vallée d'Aoste | Gran Paradiso Winter Triathlon Gara Giovanissimi | https://www.myfitri.it/calendario/evento/113843
Gran Paradiso Winter Triathlon | 25-01-2026 | Cogne (Aosta) | Valle d'Aosta/Vallée d'Aoste | Gran Paradiso Winter Triathlon Campionato Italiano Assoluto e di Categoria | https://www.myfitri.it/calendario/evento/113843
III° TRI GOLD CARACCIOLO 2026 | 07-11-2026 | Napoli (Napoli) | Campania | Aquathlon CARACCIOLO 2026 | https://www.myfitri.it/calendario/evento/113856
III° TRI GOLD CARACCIOLO 2026 | 08-11-2026 | Napoli (Napoli) | Campania | III° TRI  CARACCIOLO 2026 | https://www.myfitri.it/calendario/evento/113856
II° NEAPOLIS AQUATHLON | 27-06-2026 | Napoli (Napoli) | Campania | TAPPA MACROAREA SUD | https://www.myfitri.it/calendario/evento/113845
II° NEAPOLIS AQUATHLON | 28-06-2026 | Napoli (Napoli) | Campania | CAMPIONATO ITALIANO AQUATHLON | https://www.myfitri.it/calendario/evento/113845
IRON ISLAND  Half Triathlon - Triathlon Olimpico NO DRAFT | 26-04-2026 | Ragusa (Ragusa) | Sicilia | IRON ISLAND  half triathlon Staffetta | https://www.myfitri.it/calendario/evento/113922
IRON ISLAND  Half Triathlon - Triathlon Olimpico NO DRAFT | 26-04-2026 | Ragusa (Ragusa) | Sicilia | IRON ISLAND  half triathlon | https://www.myfitri.it/calendario/evento/113922
IRON ISLAND  Half Triathlon - Triathlon Olimpico NO DRAFT | 26-04-2026 | Ragusa (Ragusa) | Sicilia | IRON ISLAND  triathlon olimpico no draft | https://www.myfitri.it/calendario/evento/113922
IRON ISLAND  Half Triathlon - Triathlon Olimpico NO DRAFT | 26-04-2026 | Ragusa (Ragusa) | Sicilia | ironisland triathlon olimpico no draft | https://www.myfitri.it/calendario/evento/113922
IRON TOUR ROAD | 13-05-2026 | Capoliveri (Livorno) | Toscana | TRITHLON SPRINT DI LACONA | https://www.myfitri.it/calendario/evento/113901
IRON TOUR ROAD | 14-05-2026 | Capoliveri (Livorno) | Toscana | TRIATHLON SPRINT DI CAVO DI RIO | https://www.myfitri.it/calendario/evento/113901
IRON TOUR ROAD | 15-05-2026 | Capoliveri (Livorno) | Toscana | TRIATHLON SPRINT DI BAGNAIA DI RIO | https://www.myfitri.it/calendario/evento/113901
IRON TOUR ROAD | 16-05-2026 | Capoliveri (Livorno) | Toscana | TRIATHLON SPRINT DI PORTOFERRAIO | https://www.myfitri.it/calendario/evento/113901
IRON TOUR ROAD | 17-05-2026 | Capoliveri (Livorno) | Toscana | TRIATHLON SPRINT DI PARETI DI CAPOLIVERI | https://www.myfitri.it/calendario/evento/113901
IRONLAKE Mugello - Campionato Italiano Triathlon Medio | 02-06-2026 | Barberino di Mugello (Firenze) | Toscana | IRONLAKE Mugello - Campionato Italiano Triathlon Medio | https://www.myfitri.it/calendario/evento/113885
IRONMAN ITALY EMILIA ROMAGNA 2026 | 19-09-2026 | Cervia (Ravenna) | Emilia-Romagna | IRONMAN ITALY EMILIA ROMAGNA - FULL | https://www.myfitri.it/calendario/evento/113877
IRONMAN ITALY EMILIA ROMAGNA 2026 | 20-09-2026 | Cervia (Ravenna) | Emilia-Romagna | IRONMAN ITALY EMILIA ROMAGNA  51.50 | https://www.myfitri.it/calendario/evento/113877
IRONMAN ITALY EMILIA ROMAGNA 2026 | 20-09-2026 | Cervia (Ravenna) | Emilia-Romagna | IRONMAN ITALY EMILIA ROMAGNA - 70.3 | https://www.myfitri.it/calendario/evento/113877
IX Duathlon Sprint Città di Foligno - Memorial Danilo Pascucci - Duathlon Youth - Duathlon Kids | 08-03-2026 | Foligno (Perugia) | Umbria | Duathlon Kids | https://www.myfitri.it/calendario/evento/113819
IX Duathlon Sprint Città di Foligno - Memorial Danilo Pascucci - Duathlon Youth - Duathlon Kids | 08-03-2026 | Foligno (Perugia) | Umbria | IX Duathlon Città di Foligno - Memorial Danilo Pascucci | https://www.myfitri.it/calendario/evento/113819
Irondelta 2026 | 19-09-2026 | Comacchio (Ferrara) | Emilia-Romagna | Irondelta 2026 | https://www.myfitri.it/calendario/evento/113930
Ironman 70.3 Alghero | 07-06-2026 | Alghero (Sassari) | Sardegna | Ironman Alghero 70.3 | https://www.myfitri.it/calendario/evento/113894
LEDROMAN HARDSKIN TRIATHLON SPRINT | 12-07-2026 | Ledro (Trento) | Trentino-Alto Adige/Südtirol | LEDROMAN HARDSKIN TRIATHLON SPRINT | https://www.myfitri.it/calendario/evento/113923
LIGNANO OLYMPIC & SPRINT TRIATHLON | 10-10-2026 | Lignano Sabbiadoro (Udine) | Friuli-Venezia Giulia | LIGNANO OLYMPIC TRIATHLON | https://www.myfitri.it/calendario/evento/113863
LIGNANO OLYMPIC & SPRINT TRIATHLON | 11-10-2026 | Lignano Sabbiadoro (Udine) | Friuli-Venezia Giulia | LIGNANO SPRINT TRIATHLON | https://www.myfitri.it/calendario/evento/113863
Latina Triathlon Sprint  VII Edizione  "Memorial Federico Salvagni" | 10-05-2026 | Latina (Latina) | Lazio | Latina Triathlon Sprint VII edizione | https://www.myfitri.it/calendario/evento/113896
Lavarone Triathlon Cross | 29-08-2026 | Lavarone (Trento) | Trentino-Alto Adige/Südtirol | C.I giovanile Triathlon cross | https://www.myfitri.it/calendario/evento/113867
Lavarone Triathlon Cross | 29-08-2026 | Lavarone (Trento) | Trentino-Alto Adige/Südtirol | Lavarone Triathlon Cross | https://www.myfitri.it/calendario/evento/113867
LovereTRI - FollowYourPassion | 28-06-2026 | Lovere (Bergamo) | Lombardia | LovereTRI - Medio | https://www.myfitri.it/calendario/evento/113890
Lykos for Others | 30-05-2026 | Pisogne (Brescia) | Lombardia | LYKOS FOR OTHERS 2026 - Memorial Luciano Bertagna | https://www.myfitri.it/calendario/evento/113852
Lykos for Others | 31-05-2026 | Pisogne (Brescia) | Lombardia | CAMPIONATO ITALIANO PARAQUATHLON 2026 | https://www.myfitri.it/calendario/evento/113852
ME.PA.  DUATHLON CROSS DELLA BRIANZA  - TRIUGGIO | 25-10-2026 | Triuggio (Monza) | Lombardia | ME.PA. DUATHLON CROSS DELLA BRIANZA - TRIUGGIO | https://www.myfitri.it/calendario/evento/113813
MILANO DEEJAY TRI | 20-06-2026 | Segrate (Milano) | Lombardia | MILANO DEEJAY TRI - OLIMPICO GOLD | https://www.myfitri.it/calendario/evento/113882
MILANO DEEJAY TRI | 21-06-2026 | Segrate (Milano) | Lombardia | MILANO DEEJAY TRI - KIDS | https://www.myfitri.it/calendario/evento/113882
MILANO DEEJAY TRI | 21-06-2026 | Segrate (Milano) | Lombardia | MILANO DEEJAY TRI - SPRINT GOLD | https://www.myfitri.it/calendario/evento/113882
MILANO DEEJAY TRI | 21-06-2026 | Segrate (Milano) | Lombardia | MILANO DEEJAY TRI - SUPERSPRINT YOUTH A | https://www.myfitri.it/calendario/evento/113882
MONDELLO CUP 10 | 09-05-2026 | Palermo (Palermo) | Sicilia | Aquathlon Mondello Kids | https://www.myfitri.it/calendario/evento/113854
MONDELLO CUP 10 | 09-05-2026 | Palermo (Palermo) | Sicilia | Aquathlon Mondello Youth | https://www.myfitri.it/calendario/evento/113854
MONDELLO CUP 10 | 10-05-2026 | Palermo (Palermo) | Sicilia | MONDELLO CUP 10 | https://www.myfitri.it/calendario/evento/113854
Mandello: triathlon cross + aquathlon | 13-06-2026 | Mandello del Lario (Lecco) | Lombardia | seconda edizione Triathlon CROSS | https://www.myfitri.it/calendario/evento/113859
Mandello: triathlon cross + aquathlon | 14-06-2026 | Mandello del Lario (Lecco) | Lombardia | AQUATHLON GIOVANILE: campionato regionale Lombardo | https://www.myfitri.it/calendario/evento/113859
Mandello: triathlon cross + aquathlon | 14-06-2026 | Mandello del Lario (Lecco) | Lombardia | AQUATHLON terza edizione | https://www.myfitri.it/calendario/evento/113859
Mangia's Triathlon Sicily | 11-04-2026 | Sciacca (Agrigento) | Sicilia | MANGIA'S DUATHLON KIDS - YOUTH | https://www.myfitri.it/calendario/evento/113824
Mangia's Triathlon Sicily | 12-04-2026 | Sciacca (Agrigento) | Sicilia | MANGIA'S TRIATHLON SICILY | https://www.myfitri.it/calendario/evento/113824
MilanoTRI - FollowYourPassion | 18-04-2026 | Segrate (Milano) | Lombardia | MilanoTRI - Olimpico | https://www.myfitri.it/calendario/evento/113891
MilanoTRI - FollowYourPassion | 18-04-2026 | Segrate (Milano) | Lombardia | MilanoTRI - Sprint | https://www.myfitri.it/calendario/evento/113891
NIGHTRI | 18-07-2026 | Torino (Torino) | Piemonte | NIGHTRI | https://www.myfitri.it/calendario/evento/113931
NIGHTRI | 19-07-2026 | Torino (Torino) | Piemonte | NIGHTRI | https://www.myfitri.it/calendario/evento/113931
OVERCOME EVENTS: 3° DUATHLON KIDS + GIOVANI CASTELBOILOGNESE | 12-04-2026 | Castel Bolognese (Ravenna) | Emilia-Romagna | OVERCOME EVENTS: 3° DUATHLON KIDS + GIOVANI CASTELBOLOGNESE | https://www.myfitri.it/calendario/evento/113838
OVERCOME EVENTS: 3° DUATHLON KIDS E GIOVANI CASTELBOLOGNESE | 12-04-2026 | Castel Bolognese (Ravenna) | Emilia-Romagna | OVERCOME EVENTS: 3° DUATHLON KIDS + GIOVANILE CASTELBOLOGNESE | https://www.myfitri.it/calendario/evento/113837
PeschieraTRI - FollowYourPassion | 03-10-2026 | Peschiera del Garda (Verona) | Veneto | PeschieraTRI - Medio | https://www.myfitri.it/calendario/evento/113942
PeschieraTRI - FollowYourPassion | 03-10-2026 | Peschiera del Garda (Verona) | Veneto | PeschieraTRI - Olimpico No Draft | https://www.myfitri.it/calendario/evento/113942
PeschieraTRI - FollowYourPassion | 04-10-2026 | Peschiera del Garda (Verona) | Veneto | PeschieraTRI - Sprint | https://www.myfitri.it/calendario/evento/113942
REVINE LAGO TRI | 21-06-2026 | Revine Lago (Treviso) | Veneto | TRIATHLON DI REVINE LAGO MINI | https://www.myfitri.it/calendario/evento/113959
REVINE LAGO TRI | 21-06-2026 | Revine Lago (Treviso) | Veneto | TRIATHLON KIDS DI REVINE LAGO | https://www.myfitri.it/calendario/evento/113959
REVINE LAGO TRI | 21-06-2026 | Revine Lago (Treviso) | Veneto | TRIATHLON SPRINT DI REVINE LAGO | https://www.myfitri.it/calendario/evento/113959
Sabaudia Duathlon di Carnevale  VII edizione | 22-02-2026 | Sabaudia (Latina) | Lazio | Duathlon KIDS Sabaudia | https://www.myfitri.it/calendario/evento/113817
Sabaudia Duathlon di Carnevale  VII edizione | 22-02-2026 | Sabaudia (Latina) | Lazio | Sabaudia Duathlon di Carnevale | https://www.myfitri.it/calendario/evento/113817
Sabaudia Triathlon Olimpico XIII edizione "Memorial Riccardo Giorgi e Simone Besco" | 26-04-2026 | Sabaudia (Latina) | Lazio | Sabaudia Triathlon Olimpico XIII edizione | https://www.myfitri.it/calendario/evento/113897
Sabaudia Triathlon Sprint VII edizione | 25-10-2026 | Sabaudia (Latina) | Lazio | Sabaudia Triathlon Sprint VII edizione | https://www.myfitri.it/calendario/evento/113898
Santa Marinella Triathlon Sprint | 12-04-2026 | Santa Marinella (Roma) | Lazio | Santa Marinella Triathlon Sprint new edition | https://www.myfitri.it/calendario/evento/113913
TIVAN TRI  TRIATHLON SPRINT | 14-06-2026 | Gravedona ed Uniti (Como) | Lombardia | TIVAN TRI | https://www.myfitri.it/calendario/evento/113956
TRANI TRIATHLON OLIMPICO 8^ EDIZIONE - CAMPIONATO ITALIANO INTERFORZE | 31-05-2026 | Trani (Barletta) | Puglia | TRANI TRIATHLON OLIMPICO 8^ EDIZIONE - CAMPIONATO ITALIANO INTERFORZE OLIMPICO | https://www.myfitri.it/calendario/evento/113953
TRI EVENT CAMPIONATI ITALIANI TRIATHLON SPRINT ELITE, AGE GROUP, MIXED RELAY E COPPA CRONO | 26-09-2026 | Cervia (Ravenna) | Emilia-Romagna | TRI EVENT Campionati Italiani di Triathlon Sprint Age Group | https://www.myfitri.it/calendario/evento/113866
TRI EVENT CAMPIONATI ITALIANI TRIATHLON SPRINT ELITE, AGE GROUP, MIXED RELAY E COPPA CRONO | 26-09-2026 | Cervia (Ravenna) | Emilia-Romagna | TRI EVENT Campionati Italiani di Triathlon Sprint Elite | https://www.myfitri.it/calendario/evento/113866
TRI EVENT CAMPIONATI ITALIANI TRIATHLON SPRINT ELITE, AGE GROUP, MIXED RELAY E COPPA CRONO | 27-09-2026 | Cervia (Ravenna) | Emilia-Romagna | TRI EVENT Campionati Italiani di Triathlon Sprint Coppa Crono | https://www.myfitri.it/calendario/evento/113866
TRI EVENT CAMPIONATI ITALIANI TRIATHLON SPRINT ELITE, AGE GROUP, MIXED RELAY E COPPA CRONO | 27-09-2026 | Cervia (Ravenna) | Emilia-Romagna | TRI EVENT Campionati Italiani di Triathlon Sprint Mixed Relay | https://www.myfitri.it/calendario/evento/113866
TRIATHLON CITTA’ DI CAGLIARI - CAMPIONATO ITALIANO INTERFORZE TRIATHLON SPRINT | 16-05-2026 | Cagliari (Cagliari) | Sardegna | TRIATHLON CITTA’ DI CAGLIARI | https://www.myfitri.it/calendario/evento/113950
TRIATHLON CITTA’ DI CAGLIARI - CAMPIONATO ITALIANO INTERFORZE TRIATHLON SPRINT | 17-05-2026 | Cagliari (Cagliari) | Sardegna | TRIATHLON CITTA’ DI CAGLIARI - CAMPIONATO ITALIANO INTERFORZE TRIATHLON SPRINT | https://www.myfitri.it/calendario/evento/113950
TRIATHLON DEI DUE MARI | 30-08-2026 | Reggio di Calabria (Reggio di Calabria) | Calabria | TRTIATHLON DEI DUE MARI | https://www.myfitri.it/calendario/evento/113952
TRIATHLON DELLA TUSCIA | 13-09-2026 | Montefiascone (Viterbo) | Lazio | TRIATHLON DELLA TUSCIA | https://www.myfitri.it/calendario/evento/113912
TRIATHLON MARCONI | 21-06-2026 | Sasso Marconi (Bologna) | Emilia-Romagna | TRIATHLON MARCONI | https://www.myfitri.it/calendario/evento/113958
TRIATHLON OLIMPICO CITTA' DI PALERMO | 08-11-2026 | Palermo (Palermo) | Sicilia | TRIATHLON OLIMPICO CITTA' DI PALERMO | https://www.myfitri.it/calendario/evento/113937
TRIATHLON OLIMPICO LAGO DI VICO | 20-06-2026 | Ronciglione (Viterbo) | Lazio | Triathlon Olimpico Lago di Vico | https://www.myfitri.it/calendario/evento/113917
TRIATHLON OLIMPICO NO DRAFT LAGO DI SUVIANA | 11-07-2026 | Camugnano (Bologna) | Emilia-Romagna | Triathlon Olimpico No Draft Lago di Suviana | https://www.myfitri.it/calendario/evento/113914
TRIATHLON OLIMPICO OSTIA 2026 | 11-10-2026 | Roma (Roma) | Lazio | TRIATHLON OLIMPICO OSTIA 2026 | https://www.myfitri.it/calendario/evento/113929
TRIATHLON RACE CITTA' DI PALMI | 04-10-2026 | Palmi (Reggio di Calabria) | Calabria | AQUATHLON CITTA' DI PALMI 2026 | https://www.myfitri.it/calendario/evento/113857
TRIATHLON RACE CITTA' DI PALMI | 04-10-2026 | Palmi (Reggio di Calabria) | Calabria | TRIATHLON RACE PALMI 2026 | https://www.myfitri.it/calendario/evento/113857
